SITHDR      1   1990     10     81     11 41200000 42580000 441369C6 40A4A394 44136AC1
IFHOST  1  0
IFHOST  2  1
IFHOST  3  0
IFHOST  4  1
IFHOST  5  1
IFHOST  6  0
IFHOST  7  0
FOL  3  5  3 00000000 00000000
FOL  3  5  4 00000000 00000000
FOL  3  6  1 00000000 00000000
FOL  3  6  2 00000000 00000000
FOL  3  6  3 00000000 00000000
FOL  3  6  4 00000000 00000000
FOL  3  7  1 00000000 00000000
FOL  3  7  2 00000000 00000000
FOL  3  7  3 00000000 00000000
FOL  3  7  4 00000000 00000000
FOL  3  8  1 00000000 00000000
FOL  3  8  2 00000000 00000000
FOL  3  8  3 00000000 00000000
FOL  3  8  4 00000000 00000000
FOL  3  9  1 00000000 00000000
FOL  3  9  2 00000000 00000000
FOL  3  9  3 00000000 00000000
FOL  3  9  4 00000000 00000000
FOL  4  1  1 417B1331 417B1331
FOL  4  1  2 40AC2A6C 40AC2A6C
FOL  4  1  3 3F658DE4 3F658DE4
FOL  4  1  4 3EE58DE4 3EE58DE4
FOL  4  2  1 42721BA6 42721BA6
FOL  4  2  2 422167C4 422167C4
FOL  4  2  3 41D73506 41D73506
FOL  4  2  4 40D73506 40D73506
FOL  4  3  1 42CBFF98 42CBFF98
FOL  4  3  2 42AEDB15 42AEDB15
FOL  4  3  3 4291B692 4291B692
FOL  4  3  4 41E9241C 41E9241C
FOL  4  4  1 448CEE85 448CEE85
FOL  4  4  2 44454DEC 44454DEC
FOL  4  4  3 43874B61 43874B61
FOL  4  4  4 42874B61 42874B61
FOL  4  5  1 44FDAD55 44FDAD55
FOL  4  5  2 44D365C6 44D365C6
FOL  4  5  3 44A91E36 44A91E36
FOL  4  5  4 44D365C6 44D365C6
FOL  4  6  1 441653C0 441653C0
FOL  4  6  2 449653C0 449653C0
FOL  4  6  3 449653C0 449653C0
FOL  4  6  4 453BE8B0 453BE8B0
FOL  4  7  1 44894DE4 44894DE4
FOL  4  7  2 4424C3DF 4424C3DF
FOL  4  7  3 43A4C3DF 43A4C3DF
FOL  4  7  4 42DBAFD6 42DBAFD6
FOL  4  8  1 44F725CE 44F725CE
FOL  4  8  2 44CDF4D7 44CDF4D7
FOL  4  8  3 44A4C3DE 44A4C3DE
FOL  4  8  4 44CDF4D7 44CDF4D7
FOL  4  9  1 44127539 44127539
FOL  4  9  2 44927539 44927539
FOL  4  9  3 44927539 44927539
FOL  4  9  4 45371286 45371286
FOL  5  1  1 42E315C5 42E315C5
FOL  5  1  2 421BB728 421BB728
FOL  5  1  3 40CF9EE2 40CF9EE2
FOL  5  1  4 404F9EE2 404F9EE2
FOL  5  2  1 43DAF991 43DAF991
FOL  5  2  2 4391FBB7 4391FBB7
FOL  5  2  3 4342A4F4 4342A4F4
FOL  5  2  4 4242A4F4 4242A4F4
FOL  5  3  1 443881B1 443881B1
FOL  5  3  2 441E2605 441E2605
FOL  5  3  3 4403CA59 4403CA59
FOL  5  3  4 4352DD5C 4352DD5C
FOL  5  4  1 44C626B6 44C626B6
FOL  5  4  2 448AB4B3 448AB4B3
FOL  5  4  3 43BE39A5 43BE39A5
FOL  5  4  4 42BE39A5 42BE39A5
FOL  5  5  1 4532560B 4532560B
FOL  5  5  2 45149D09 45149D09
FOL  5  5  3 44EDC80D 44EDC80D
FOL  5  5  4 45149D09 45149D09
FOL  5  6  1 44535C7F 44535C7F
FOL  5  6  2 44D35C7F 44D35C7F
FOL  5  6  3 44D35C7F 44D35C7F
FOL  5  6  4 458419CF 458419CF
FOL  5  7  1 44DD8F89 44DD8F89
FOL  5  7  2 4484EFBA 4484EFBA
FOL  5  7  3 4404EFBA 4404EFBA
FOL  5  7  4 43313FA1 43313FA1
FOL  5  8  1 45476794 45476794
FOL  5  8  2 45262BA6 45262BA6
FOL  5  8  3 4504EFB9 4504EFB9
FOL  5  8  4 45262BA6 45262BA6
FOL  5  9  1 446C54D7 446C54D7
FOL  5  9  2 44EC54D7 44EC54D7
FOL  5  9  3 44EC54D7 44EC54D7
FOL  5  9  4 4593B506 4593B506
FOL  6  1  1 00000000 00000000
FOL  6  1  2 00000000 00000000
FOL  6  1  3 00000000 00000000
FOL  6  1  4 00000000 00000000
FOL  6  2  1 00000000 00000000
FOL  6  2  2 00000000 00000000
FOL  6  2  3 00000000 00000000
FOL  6  2  4 00000000 00000000
FOL  6  3  1 00000000 00000000
FOL  6  3  2 00000000 00000000
FOL  6  3  3 00000000 00000000
FOL  6  3  4 00000000 00000000
FOL  6  4  1 00000000 00000000
FOL  6  4  2 00000000 00000000
FOL  6  4  3 00000000 00000000
FOL  6  4  4 00000000 00000000
FOL  6  5  1 00000000 00000000
FOL  6  5  2 00000000 00000000
FOL  6  5  3 00000000 00000000
FOL  6  5  4 00000000 00000000
FOL  6  6  1 00000000 00000000
