habitat,fate,product,species_group,years_since_harvest,proportion
2,energy,sawtimber,hardwood,85,0.3609
2,energy,sawtimber,hardwood,86,0.3610
2,energy,sawtimber,hardwood,87,0.3610
2,energy,sawtimber,hardwood,88,0.3611
2,energy,sawtimber,hardwood,89,0.3611
2,energy,sawtimber,hardwood,90,0.3611
2,energy,sawtimber,hardwood,91,0.3612
2,energy,sawtimber,hardwood,92,0.3612
2,energy,sawtimber,hardwood,93,0.3612
2,energy,sawtimber,hardwood,94,0.3612
2,energy,sawtimber,hardwood,95,0.3612
2,energy,sawtimber,hardwood,96,0.3612
2,energy,sawtimber,hardwood,97,0.3612
2,energy,sawtimber,hardwood,98,0.3612
2,energy,sawtimber,hardwood,99,0.3612
2,energy,sawtimber,hardwood,100,0.3612
2,energy,sawtimber,hardwood,101,0.3612
